Date,Gold_EUR,Silver_EUR,Platinum_EUR,Palladium_EUR
2015-03-02,1078.75,14.629,1067.24,742.96
2015-03-03,1077.34,14.551,1061.13,742.92
2015-03-04,1083.56,14.636,1068.59,747.38
2015-03-05,1086.09,14.67,1069.62,749.53
2015-03-06,1074.36,14.61,1069.15,754.54
2015-03-09,1075.73,14.5,1060.89,757.21
2015-03-10,1086.94,14.619,1058.61,752.16
2015-03-11,1095.74,14.695,1063.5,748.91
2015-03-12,1086.64,14.664,1053.08,743.64
2015-03-13,1103.0,14.877,1064.55,756.72
2015-03-16,1092.68,14.79,1049.32,737.35
2015-03-17,1085.24,14.681,1034.65,720.48
2015-03-18,1078.65,14.685,1030.29,719.54
2015-03-19,1099.02,15.147,1056.13,719.64
2015-03-20,1092.69,15.468,1052.45,717.96
2015-03-23,1086.78,15.534,1049.5,709.68
2015-03-24,1092.99,15.555,1046.14,699.24
2015-03-25,1089.74,15.479,1044.25,697.17
2015-03-26,1107.13,15.717,1059.52,709.27
2015-03-27,1100.94,15.567,1045.35,679.74
2015-03-30,1095.77,15.434,1035.93,674.4
2015-03-31,1102.14,15.5116,1063.66,684.562
2015-04-01,1118.85,15.757,1081.96,696.19
2015-04-02,1105.24,15.418,1062.65,687.8
2015-04-06,1112.01,15.557,1077.57,704.43
2015-04-07,1117.53,15.58,1085.71,711.36
2015-04-08,1115.84,15.348,1081.64,700.98
2015-04-09,1120.99,15.181,1085.09,715.83
2015-04-10,1139.48,15.557,1106.55,734.01
2015-04-13,1134.17,15.396,1091.63,729.22
2015-04-14,1119.3,15.151,1080.98,717.76
2015-04-15,1124.98,15.289,1087.72,720.75
2015-04-16,1113.37,15.145,1077.19,724.65
2015-04-17,1113.7,15.04,1082.45,726.79
2015-04-20,1113.9,14.873,1069.75,720.91
2015-04-21,1120.56,14.93,1071.57,718.39
2015-04-22,1107.35,14.742,1053.63,706.05
2015-04-23,1103.2,14.68,1050.33,710.68
2015-04-24,1085.06,14.486,1033.99,709.57
2015-04-27,1103.88,15.069,1054.17,715.84
2015-04-28,1104.45,15.161,1054.39,706.95
2015-04-29,1083.38,14.898,1037.75,704.17
2015-04-30,1055.71,14.394,1021.18,693.21
2015-05-01,1050.57,14.414,1006.78,689.9
2015-05-04,1066.16,14.729,1029.32,701.47
2015-05-05,1067.03,14.814,1024.1,709.87
2015-05-06,1050.39,14.575,1008.31,698.16
2015-05-07,1051.89,14.503,1005.02,693.7
2015-05-08,1060.29,14.709,1018.87,713.96
2015-05-11,1061.44,14.646,1008.87,701.74
2015-05-12,1064.8,14.754,1010.27,701.21
2015-05-13,1070.63,15.082,1011.67,693.38
2015-05-14,1070.31,15.306,1015.2,685.59
2015-05-15,1070.17,15.322,1020.77,693.2
2015-05-18,1083.77,15.657,1040.32,695.15
2015-05-19,1084.0,15.343,1031.68,696.82
2015-05-20,1090.64,15.441,1042.21,700.59
2015-05-21,1085.69,15.435,1038.16,703.24
2015-05-22,1095.03,15.522,1041.15,711.46
2015-05-25,1099.53,15.617,1047.16,718.09
2015-05-26,1092.18,15.413,1034.83,719.52
2015-05-27,1090.02,15.314,1026.17,720.61
2015-05-28,1084.18,15.233,1019.58,718.5
2015-05-29,1083.99,15.237,1013.72,707.83
2015-06-01,1088.99,15.345,1009.9,707.52
2015-06-02,1070.13,15.044,997.4,689.9
2015-06-03,1052.08,14.661,978.56,671.25
2015-06-04,1047.8,14.359,979.55,672.61
2015-06-05,1053.92,14.488,986.05,677.42
2015-06-08,1040.27,14.159,976.71,659.95
2015-06-09,1043.25,14.158,981.52,656.17
2015-06-10,1047.21,14.174,984.57,658.41
2015-06-11,1050.24,14.268,983.82,661.64
2015-06-12,1049.72,14.191,973.01,655.43
2015-06-15,1051.88,14.264,964.08,651.7
2015-06-16,1050.54,14.248,961.43,652.18
2015-06-17,1045.68,14.238,954.69,638.82
2015-06-18,1057.37,14.224,952.69,634.36
2015-06-19,1058.82,14.218,956.49,624.2
2015-06-22,1046.49,14.284,936.85,614.34
2015-06-23,1055.87,14.212,956.54,624.01
2015-06-24,1048.89,14.189,960.26,621.01
2015-06-25,1047.01,14.158,968.0,606.19
2015-06-26,1051.66,14.153,968.81,608.15
2015-06-29,1050.13,14.03,962.59,593.54
2015-06-30,1052.72,14.1243,969.138,605.614
2015-07-01,1057.88,14.101,979.65,631.28
2015-07-02,1052.58,14.165,978.46,626.78
2015-07-03,1052.36,14.141,975.26,617.23
2015-07-06,1058.48,14.255,962.12,616.66
2015-07-07,1049.79,13.703,943.92,591.07
2015-07-08,1046.31,13.669,932.12,591.07
2015-07-09,1051.45,13.979,929.77,578.31
2015-07-10,1043.25,13.979,925.08,584.62
2015-07-13,1052.04,14.102,939.34,600.02
2015-07-14,1050.05,13.971,931.13,593.75
2015-07-15,1049.5,13.8,933.36,587.01
2015-07-16,1053.15,13.803,928.68,580.49
2015-07-17,1045.78,13.74,921.57,568.72
2015-07-20,1014.03,13.573,904.23,560.05
2015-07-21,1007.27,13.574,894.7,573.07
2015-07-22,1001.8,13.561,896.96,575.64
2015-07-23,993.01,13.361,889.83,561.64
2015-07-24,1001.05,13.372,898.54,568.9
2015-07-27,986.39,13.125,885.57,553.2
2015-07-28,990.7,13.277,889.99,562.27
2015-07-29,998.5,13.493,898.0,565.18
2015-07-30,995.71,13.498,904.76,567.58
2015-07-31,997.45,13.424,895.39,557.54
2015-08-03,992.3,13.263,878.46,547.4
2015-08-04,999.52,13.411,876.32,550.71
2015-08-05,995.66,13.392,871.15,545.38
2015-08-06,997.73,13.417,870.7,549.01
2015-08-07,996.81,13.486,876.99,547.46
2015-08-10,1002.56,13.829,894.62,554.49
2015-08-11,1004.52,13.915,893.83,545.27
2015-08-12,1008.38,13.926,897.21,561.1
2015-08-13,1000.25,13.836,889.52,552.79
2015-08-14,1004.06,13.719,892.5,556.94
2015-08-17,1008.87,13.84,901.7,555.4
2015-08-18,1013.56,13.501,902.48,541.65
2015-08-19,1019.65,13.777,912.82,551.4
2015-08-20,1026.0,13.852,918.46,555.0
2015-08-21,1020.12,13.451,900.38,531.59
2015-08-24,995.66,12.763,854.08,494.84
2015-08-25,990.34,12.771,847.85,467.58
2015-08-26,994.11,12.492,868.29,469.61
2015-08-27,1000.86,12.905,889.65,502.72
2015-08-28,1013.93,13.042,911.2,526.24
2015-08-31,1012.13,13.051,900.38,535.67
2015-09-01,1007.32,12.908,885.67,505.1
2015-09-02,1010.17,13.074,904.14,520.82
2015-09-03,1012.19,13.234,904.92,516.41
2015-09-04,1007.19,13.094,891.48,524.02
2015-09-07,1002.42,12.978,885.11,520.27
2015-09-08,1001.32,13.206,895.82,525.65
2015-09-09,987.87,13.036,875.79,516.37
2015-09-10,985.15,13.044,869.68,524.05
2015-09-11,977.11,12.902,856.02,523.71
2015-09-14,979.36,12.752,843.77,519.57
2015-09-15,980.98,12.799,854.59,534.97
2015-09-16,991.01,13.223,861.65,541.95
2015-09-17,989.46,13.244,860.2,535.3
2015-09-18,1009.9,13.444,869.16,537.94
2015-09-21,1013.34,13.585,867.36,549.27
2015-09-22,1011.37,13.273,840.96,547.96
2015-09-23,1010.85,13.224,833.19,578.91
2015-09-24,1030.48,13.534,853.11,584.69
2015-09-25,1023.46,13.467,845.01,592.12
2015-09-28,1007.05,12.982,816.85,577.31
2015-09-29,1002.42,13.012,814.69,584.38
2015-09-30,997.889,13.0089,811.667,584.146
2015-10-01,995.55,12.949,808.59,604.15
2015-10-02,1015.45,13.608,812.05,623.73
2015-10-05,1015.26,13.997,817.6,619.73
2015-10-06,1017.6,14.101,830.19,626.15
2015-10-07,1019.44,14.292,841.75,618.84
2015-10-08,1010.51,13.922,841.6,622.56
2015-10-09,1019.08,13.936,862.7,624.57
2015-10-12,1025.19,13.935,876.49,610.34
2015-10-13,1027.19,13.987,869.33,600.09
2015-10-14,1031.5,14.072,869.7,609.74
2015-10-15,1040.1,14.156,882.67,618.06
2015-10-16,1036.07,14.118,896.4,614.26
2015-10-19,1033.85,13.993,894.08,605.55
2015-10-20,1036.43,14.023,898.57,611.83
2015-10-21,1030.34,13.855,885.87,596.06
2015-10-22,1049.76,14.27,909.97,617.96
2015-10-23,1058.2,14.406,908.9,630.82
2015-10-26,1052.51,14.347,901.34,617.7
2015-10-27,1056.49,14.368,894.24,612.59
2015-10-28,1059.42,14.615,915.41,619.92
2015-10-29,1044.81,14.24,903.49,611.6
2015-10-30,1038.12,14.1419,895.09,614.435
2015-11-02,1030.45,14.003,887.0,589.06
2015-11-03,1019.89,13.94,877.91,588.37
2015-11-04,1019.48,13.904,877.96,580.45
2015-11-05,1015.14,13.776,873.5,557.63
2015-11-06,1012.95,13.737,874.96,574.62
2015-11-09,1016.01,13.543,849.18,556.93
2015-11-10,1016.79,13.457,839.58,558.46
2015-11-11,1010.95,13.329,820.66,536.13
2015-11-12,1004.26,13.235,813.07,519.15
2015-11-13,1006.51,13.242,801.53,502.6
2015-11-16,1014.54,13.338,811.91,515.65
2015-11-17,1006.36,13.359,800.4,506.94
2015-11-18,1004.27,13.307,793.04,500.46
2015-11-19,1007.77,13.299,794.19,500.0
2015-11-20,1012.33,13.301,799.83,523.44
2015-11-23,1004.76,13.295,790.96,504.04
2015-11-24,1010.34,13.339,789.04,503.8
2015-11-25,1009.21,13.367,790.46,519.5
2015-11-26,1010.78,13.462,798.94,522.31
2015-11-27,999.33,13.31,784.45,517.3
2015-11-30,1007.47,13.325,784.939,512.165
2015-12-01,1005.58,13.3522,783.873,508.427
2015-12-02,993.188,13.2095,782.967,496.815
2015-12-03,970.762,12.9003,771.643,490.801
2015-12-04,999.72,13.381,808.24,522.45
2015-12-07,988.63,13.178,783.92,508.86
2015-12-08,986.8,13.016,773.81,501.42
2015-12-09,973.85,12.858,778.15,501.1
2015-12-10,979.668,12.912,781.072,494.908
2015-12-11,980.263,12.6935,765.685,493.835
2015-12-14,964.29,12.443,770.93,498.09
2015-12-15,971.78,12.603,782.75,517.32
2015-12-16,982.985,12.9902,801.14,524.246
2015-12-17,970.629,12.6731,779.121,513.622
2015-12-18,981.324,12.9721,789.227,512.995
2015-12-21,989.811,13.0566,799.34,506.795
2015-12-22,979.228,13.0179,795.822,507.76
2015-12-23,981.58,13.1228,796.624,506.347
2015-12-24,983.227,13.1307,804.845,510.473
2015-12-28,975.49,12.7107,802.628,502.639
2015-12-29,978.922,12.7847,813.273,510.17
2015-12-30,971.119,12.707,797.228,496.478
2015-12-31,977.354,12.7457,820.911,517.281
2016-01-04,991.931,12.8051,815.715,498.874
2016-01-05,1002.94,13.0166,826.495,498.069
2016-01-06,1014.62,12.9962,812.84,471.586
2016-01-07,1015.24,13.0893,802.874,452.841
2016-01-08,1010.89,12.7831,805.745,452.068
2016-01-11,1008.17,12.7661,777.616,441.764
2016-01-12,1000.68,12.6926,770.768,434.288
2016-01-13,1005.3,13.0206,779.95,446.369
2016-01-14,993.144,12.736,768.027,453.796
2016-01-15,996.556,12.7213,758.79,448.378
2016-01-18,999.58,12.7987,753.313,455.0
2016-01-19,997.424,12.864,758.821,454.445
2016-01-20,1011.42,12.9858,754.078,455.121
2016-01-21,1012.89,12.9668,752.674,458.677
2016-01-22,1016.59,13.003,769.363,461.31
2016-01-25,1021.15,13.1152,791.429,451.454
2016-01-26,1030.88,13.3452,804.902,455.8
2016-01-27,1032.84,13.2935,809.656,458.404
2016-01-28,1019.4,13.0175,791.016,449.075
2016-01-29,1031.74,13.1726,803.122,459.887
2016-02-01,1035.7,13.177,799.343,462.475
2016-02-02,1034.2,13.1053,782.3,451.111
2016-02-03,1030.14,13.2345,793.035,459.152
2016-02-04,1031.89,13.2636,810.9,457.916
2016-02-05,1052.1,13.4578,816.442,449.997
2016-02-08,1062.59,13.6864,826.052,460.526
2016-02-09,1053.56,13.508,824.894,457.065
2016-02-10,1059.64,13.5312,828.622,462.81
2016-02-11,1101.59,13.9106,848.503,463.788
2016-02-12,1100.51,13.9761,849.186,464.313
2016-02-15,1084.21,13.7449,839.259,460.299
2016-02-16,1077.64,13.6589,834.657,456.76
2016-02-17,1086.9,13.7321,846.754,461.981
2016-02-18,1107.85,13.8637,850.441,453.702
2016-02-19,1104.48,13.8075,845.71,448.875
2016-02-22,1095.77,13.7653,841.517,450.466
2016-02-23,1112.73,13.8763,856.944,455.507
2016-02-24,1115.73,13.8279,852.106,443.715
2016-02-25,1118.53,13.7484,840.461,440.798
2016-02-26,1119.01,13.4664,836.647,443.488
2016-02-29,1139.03,13.6994,858.786,454.353
2016-03-01,1134.45,13.6393,863.295,476.019
2016-03-02,1140.5,13.7523,860.37,476.715
2016-03-03,1154.53,13.8923,866.261,492.223
2016-03-04,1146.67,14.0794,889.383,505.804
2016-03-07,1150.99,14.2065,907.461,524.51
2016-03-08,1145.88,13.9412,893.629,508.227
2016-03-09,1139.96,13.9275,889.925,514.737
2016-03-10,1138.15,13.9576,876.325,511.607
2016-03-11,1121.25,13.8832,864.388,518.089
2016-03-14,1111.4,13.8256,862.366,513.393
2016-03-15,1110.66,13.7597,863.438,511.319
2016-03-16,1124.26,13.9117,872.378,518.299
2016-03-17,1111.13,14.0795,870.491,526.723
2016-03-18,1113.8,14.0238,861.651,522.898
2016-03-21,1106.49,14.0925,873.488,533.452
2016-03-22,1113.44,14.1637,886.735,539.442
2016-03-23,1093.19,13.6645,857.409,521.36
2016-03-24,1088.81,13.6059,847.911,512.971
2016-03-28,1091.55,13.6224,844.812,508.048
2016-03-29,1100.05,13.5862,857.815,511.368
2016-03-30,1080.7,13.4231,849.348,497.791
2016-03-31,1083.46,13.568,857.404,495.444
2016-04-01,1074.34,13.2301,841.09,495.852
2016-04-04,1067.44,13.1065,826.21,483.891
2016-04-05,1081.59,13.299,835.607,479.608
2016-04-06,1072.68,13.2207,829.166,475.252
2016-04-07,1090.24,13.3839,841.661,471.466
2016-04-08,1087.55,13.4782,848.648,473.25
2016-04-11,1102.72,13.9538,867.772,479.775
2016-04-12,1102.81,14.2233,878.958,480.258
2016-04-13,1102.43,14.3871,886.198,483.032
2016-04-14,1090.11,14.3472,878.413,498.557
2016-04-15,1093.86,14.3927,872.318,503.284
2016-04-18,1089.27,14.3292,865.318,500.018
2016-04-19,1100.7,14.9133,891.892,513.91
2016-04-20,1101.29,15.0132,901.06,526.782
2016-04-21,1106.01,15.0618,908.495,536.751
2016-04-22,1099.15,15.1086,899.923,539.117
2016-04-25,1098.72,15.0835,901.15,535.881
2016-04-26,1100.53,15.1853,897.004,534.494
2016-04-27,1100.3,15.2267,906.449,539.25
2016-04-28,1115.13,15.4643,924.995,549.07
2016-04-29,1129.65,15.5683,939.553,548.212
2016-05-02,1120.35,15.2201,936.362,537.621
2016-05-03,1119.13,15.1523,925.795,527.26
2016-05-04,1114.14,15.1336,919.772,521.94
2016-05-05,1120.83,15.2149,931.046,525.506
2016-05-06,1130.5,15.3231,946.523,531.896
2016-05-09,1110.6,14.9622,918.951,513.021
2016-05-10,1113.18,15.0451,926.753,523.104
2016-05-11,1117.87,15.2459,933.135,532.557
2016-05-12,1110.86,14.9193,920.788,523.161
2016-05-13,1126.17,15.117,929.092,522.923
2016-05-16,1125.64,15.1407,927.963,521.691
2016-05-17,1130.54,15.2465,931.714,517.646
2016-05-18,1122.23,15.076,915.437,511.702
2016-05-19,1120.7,14.7295,906.972,499.063
2016-05-20,1116.73,14.7269,911.603,497.673
2016-05-23,1113.25,14.6085,901.636,491.51
2016-05-24,1101.31,14.5664,898.251,478.797
2016-05-25,1097.45,14.6083,889.543,478.251
2016-05-26,1090.26,14.5878,887.55,485.372
2016-05-27,1089.33,14.5708,878.34,480.727
2016-05-30,1082.48,14.36,871.025,486.668
2016-05-31,1092.12,14.3731,879.769,491.309
2016-06-01,1084.52,14.2649,867.916,488.081
2016-06-02,1086.02,14.3622,858.853,478.972
2016-06-03,1095.82,14.451,864.322,487.249
2016-06-06,1096.25,14.5037,876.608,491.339
2016-06-07,1095.05,14.4207,880.118,488.348
2016-06-08,1108.01,14.9525,886.786,492.537
2016-06-09,1121.64,15.2912,886.145,494.981
2016-06-10,1132.6,15.4021,881.706,483.565
2016-06-13,1137.43,15.4512,877.125,480.936
2016-06-14,1147.34,15.5158,869.913,476.753
2016-06-15,1147.88,15.5585,866.42,474.145
2016-06-16,1138.86,15.2989,865.013,476.364
2016-06-17,1151.29,15.4791,858.037,470.926
2016-06-20,1140.62,15.4678,871.414,485.363
2016-06-21,1127.93,15.3731,870.151,490.597
2016-06-22,1120.32,15.2783,863.884,496.214
2016-06-23,1104.02,15.1988,849.076,497.367
2016-06-24,1189.32,16.0169,888.136,492.969
2016-06-27,1201.56,16.0954,888.657,504.455
2016-06-28,1185.12,16.0667,884.344,515.615
2016-06-29,1185.96,16.4387,906.455,529.111
2016-06-30,1190.53,16.8501,924.188,540.419
2016-07-01,1206.94,17.7141,952.041,543.656
2016-07-04,1211.14,18.2353,958.876,552.007
2016-07-05,1224.64,17.9579,967.271,543.929
2016-07-06,1228.72,18.0074,979.281,547.176
2016-07-07,1230.27,17.7913,985.472,551.204
2016-07-08,1236.6,18.2854,994.553,560.475
2016-07-11,1225.73,18.3494,995.74,565.584
2016-07-12,1205.77,18.2341,987.778,567.707
2016-07-13,1210.92,18.3517,989.187,581.663
2016-07-14,1200.86,18.2562,991.861,585.575
2016-07-15,1200.75,18.1493,983.802,583.37
2016-07-18,1199.82,18.1119,990.736,582.154
2016-07-19,1209.13,18.0614,991.968,596.388
2016-07-20,1194.99,17.6305,986.382,610.413
2016-07-21,1207.26,17.9167,999.54,621.576
2016-07-22,1206.0,17.9063,987.835,625.052
2016-07-25,1196.92,17.7926,986.408,624.551
2016-07-26,1201.72,17.8775,995.913,628.396
2016-07-27,1210.96,18.4009,1026.77,633.806
2016-07-28,1206.16,18.2073,1023.74,629.446
2016-07-29,1209.52,18.2213,1028.34,634.706
2016-08-01,1212.56,18.3246,1037.85,641.018
2016-08-02,1215.43,18.354,1038.83,637.891
2016-08-03,1218.26,18.2928,1043.2,639.059
2016-08-04,1221.92,18.2842,1041.62,633.686
2016-08-05,1205.7,17.7776,1033.19,626.95
2016-08-08,1204.55,17.8067,1037.9,624.634
2016-08-09,1206.32,17.8693,1039.47,624.331
2016-08-10,1204.2,18.0183,1051.23,647.262
2016-08-11,1202.37,17.9323,1023.5,618.787
2016-08-12,1196.15,17.6594,1006.39,615.409
2016-08-15,1197.73,17.7259,993.481,619.818
2016-08-16,1193.78,17.5547,990.646,623.194
2016-08-17,1195.26,17.4436,990.051,615.762
2016-08-18,1190.9,17.3974,996.08,627.468
2016-08-19,1183.41,17.0552,983.942,627.248
2016-08-22,1182.68,16.7079,973.78,610.735
2016-08-23,1182.84,16.6462,976.968,617.81
2016-08-24,1175.47,16.4687,957.584,607.18
2016-08-25,1171.56,16.4428,951.779,610.256
2016-08-26,1179.95,16.66,957.024,614.23
2016-08-29,1182.67,16.8648,963.402,623.291
2016-08-30,1176.84,16.7027,948.069,609.169
2016-08-31,1173.13,16.7157,942.127,603.359
2016-09-01,1173.28,16.8697,935.647,596.449
2016-09-02,1187.93,17.3887,952.836,605.152
2016-09-05,1190.49,17.5006,960.917,609.489
2016-09-06,1198.47,17.8129,976.11,621.008
2016-09-07,1197.86,17.6523,969.945,614.033
2016-09-08,1188.32,17.425,963.081,609.874
2016-09-09,1184.02,17.0046,948.345,602.633
2016-09-12,1181.45,17.0173,939.193,590.979
2016-09-13,1175.32,16.8197,921.651,584.214
2016-09-14,1175.05,16.8648,921.775,582.755
2016-09-15,1169.13,16.8965,918.327,583.571
2016-09-16,1175.57,16.8576,914.835,603.835
2016-09-19,1174.9,17.136,914.025,612.529
2016-09-20,1179.04,17.3065,923.385,612.945
2016-09-21,1192.52,17.7328,939.809,613.121
2016-09-22,1192.5,17.7364,942.214,618.989
2016-09-23,1191.09,17.5239,939.103,627.119
2016-09-26,1188.67,17.2709,923.424,616.836
2016-09-27,1183.23,17.0717,914.855,623.763
2016-09-28,1178.24,17.1092,917.309,636.122
2016-09-29,1176.47,17.0212,915.502,636.802
2016-09-30,1172.92,17.0748,915.59,643.183
2016-10-03,1169.35,16.7909,898.273,635.915
2016-10-04,1132.15,15.8958,881.166,622.944
2016-10-05,1130.3,15.8312,872.19,603.809
2016-10-06,1124.65,15.5411,865.072,600.004
2016-10-07,1120.66,15.6182,862.749,596.884
2016-10-10,1130.68,15.8382,866.479,600.901
2016-10-11,1133.3,15.7912,858.11,586.225
2016-10-12,1140.17,15.8805,856.394,589.36
2016-10-13,1137.54,15.8262,847.291,578.109
2016-10-14,1140.8,15.9037,853.312,591.389
2016-10-17,1141.31,15.881,851.544,580.95
2016-10-18,1149.9,16.0532,860.499,581.077
2016-10-19,1156.36,16.1105,859.972,580.243
2016-10-20,1157.93,16.0585,854.806,578.124
2016-10-21,1164.34,16.1212,858.053,571.686
2016-10-24,1161.91,16.1664,864.419,582.817
2016-10-25,1170.21,16.3669,885.385,582.625
2016-10-26,1161.24,16.1623,882.904,569.806
2016-10-27,1163.87,16.1761,884.963,562.506
2016-10-28,1160.51,16.1784,894.181,564.003
2016-10-31,1163.16,16.2995,894.267,565.681
2016-11-01,1164.99,16.6199,896.998,573.126
2016-11-02,1169.36,16.6892,893.169,566.513
2016-11-03,1172.33,16.5298,896.545,556.972
2016-11-04,1170.88,16.5269,896.26,563.145
2016-11-07,1160.54,16.4659,906.295,590.789
2016-11-08,1156.7,16.6606,909.487,603.546
2016-11-09,1171.21,16.9358,917.035,621.666
2016-11-10,1155.64,17.0825,894.728,633.296
2016-11-11,1131.67,16.0133,868.971,621.866
2016-11-14,1137.23,15.7681,868.64,650.104
2016-11-15,1145.6,15.9327,876.464,659.579
2016-11-16,1145.92,15.8833,884.711,671.858
2016-11-17,1144.36,15.6869,879.238,685.584
2016-11-18,1140.07,15.6399,867.981,684.899
2016-11-21,1142.07,15.6078,883.313,686.593
2016-11-22,1141.1,15.6616,885.766,699.22
2016-11-23,1125.92,15.5084,883.408,695.773
2016-11-24,1122.05,15.4756,867.647,694.819
2016-11-25,1117.99,15.5954,857.414,702.924
2016-11-28,1124.95,15.6518,869.942,713.255
2016-11-29,1115.51,15.5924,862.231,716.144
2016-11-30,1107.78,15.5878,861.154,726.916
2016-12-01,1098.66,15.4961,859.34,705.72
2016-12-02,1102.46,15.6492,871.553,695.53
2016-12-05,1087.56,15.5672,870.845,693.366
2016-12-06,1091.51,15.617,872.648,688.136
2016-12-07,1091.76,15.9217,874.988,681.789
2016-12-08,1102.81,16.0442,884.035,695.348
2016-12-09,1097.59,15.968,866.782,695.821
2016-12-12,1092.7,16.0581,876.518,679.553
2016-12-13,1090.38,15.9237,880.497,686.242
2016-12-14,1085.4,15.9926,878.062,687.727
2016-12-15,1083.75,15.3354,861.299,674.624
2016-12-16,1085.53,15.4173,886.333,661.681
2016-12-19,1093.96,15.3527,881.397,653.537
2016-12-20,1090.18,15.5,886.58,642.22
2016-12-21,1085.39,15.2903,879.145,632.61
2016-12-22,1081.04,15.1337,868.593,628.725
2016-12-23,1083.25,15.0557,854.717,631.179
2016-12-27,1089.05,15.2722,863.755,642.561
2016-12-28,1096.08,15.3729,863.276,640.767
2016-12-29,1104.26,15.4181,857.862,643.134
2016-12-30,1093.52,15.1547,856.976,645.561
2017-01-03,1113.62,15.6576,900.363,683.302
2017-01-04,1109.29,15.6545,899.085,704.061
2017-01-05,1113.26,15.6456,913.086,697.197
2017-01-06,1112.81,15.6437,918.64,718.584
2017-01-09,1116.51,15.6557,925.04,717.431
2017-01-10,1125.25,15.9072,927.523,724.207
2017-01-11,1126.03,15.8108,918.829,714.461
2017-01-12,1126.57,15.8086,921.24,715.126
2017-01-13,1126.56,15.8024,926.901,707.02
2017-01-16,1135.04,15.858,927.615,703.348
2017-01-17,1136.29,16.0574,910.602,700.11
2017-01-18,1132.8,16.0567,905.776,704.33
2017-01-19,1129.29,15.9568,899.89,706.899
2017-01-20,1129.03,15.9677,913.982,734.906
2017-01-23,1131.6,16.0234,912.489,721.49
2017-01-24,1126.71,15.938,928.27,734.302
2017-01-25,1116.85,15.8118,913.018,681.708
2017-01-26,1113.17,15.7292,914.81,677.665
2017-01-27,1113.37,16.0241,921.104,693.0
2017-01-30,1117.81,16.0073,925.097,693.86
2017-01-31,1121.15,16.2624,921.327,698.404
2017-02-01,1123.29,16.2878,927.448,708.965
2017-02-02,1130.05,16.2382,929.879,706.207
2017-02-03,1131.14,16.2166,930.272,695.633
2017-02-06,1149.29,16.4935,943.933,718.597
2017-02-07,1155.14,16.5816,942.053,714.299
2017-02-08,1160.53,16.6202,951.037,720.475
2017-02-09,1154.91,16.5789,953.219,722.662
2017-02-10,1159.94,16.866,949.665,736.5
2017-02-13,1156.44,16.8233,942.411,731.806
2017-02-14,1161.23,16.9822,947.247,739.112
2017-02-15,1163.5,16.9573,953.58,744.518
2017-02-16,1160.92,16.9674,948.995,742.294
2017-02-17,1165.23,16.9771,946.071,734.333
2017-02-20,1166.36,17.0268,947.45,728.655
2017-02-21,1172.76,17.0559,952.227,742.612
2017-02-22,1172.12,17.0743,950.444,729.098
2017-02-23,1181.07,17.192,954.255,731.865
2017-02-24,1189.78,17.3731,971.237,730.428
2017-02-27,1183.62,17.2569,971.756,738.403
2017-02-28,1180.93,17.3136,968.247,729.8
2017-03-01,1184.1,17.4647,963.061,737.025
2017-03-02,1174.92,16.9319,941.048,731.003
2017-03-03,1162.37,16.8913,938.778,728.868
2017-03-06,1158.0,16.8045,924.593,730.633
2017-03-07,1151.61,16.5714,908.824,731.687
2017-03-08,1145.55,16.3459,897.219,731.304
2017-03-09,1137.67,16.0351,884.89,707.369
2017-03-10,1127.15,15.937,879.532,699.19
2017-03-13,1130.01,15.9372,880.752,709.254
2017-03-14,1130.38,15.9242,884.269,703.418
2017-03-15,1135.02,16.1152,888.814,712.059
2017-03-16,1139.49,16.0994,888.901,712.244
2017-03-17,1144.94,16.2043,897.978,723.531
2017-03-20,1149.65,16.2319,903.558,728.136
2017-03-21,1151.34,16.2374,897.446,729.026
2017-03-22,1156.45,16.2477,893.251,730.821
2017-03-23,1154.23,16.3054,892.021,742.953
2017-03-24,1151.78,16.4563,892.39,748.979
2017-03-27,1154.66,16.6599,892.318,731.858
2017-03-28,1157.93,16.8293,883.041,733.155
2017-03-29,1164.37,16.9403,887.566,735.354
2017-03-30,1163.54,16.9707,887.218,744.549
2017-03-31,1169.22,17.0699,890.016,747.139
2017-04-03,1174.91,17.1145,896.732,752.749
2017-04-04,1177.03,17.1739,900.47,756.502
2017-04-05,1177.3,17.1693,901.363,758.317
2017-04-06,1175.55,17.152,900.15,757.392
2017-04-07,1184.25,16.9887,899.927,756.675
2017-04-10,1183.81,16.9434,886.843,745.33
2017-04-11,1200.8,17.2827,915.124,759.994
2017-04-12,1206.73,17.3172,912.326,751.306
2017-04-13,1212.09,17.4611,916.556,750.469
2017-04-17,1207.56,17.3172,924.859,742.6
2017-04-18,1201.88,17.0572,909.563,721.606
2017-04-19,1195.14,16.9566,903.545,726.743
2017-04-20,1196.38,16.8234,913.569,748.087
2017-04-21,1200.98,16.7879,910.862,743.1
2017-04-24,1174.08,16.5069,884.682,733.645
2017-04-25,1156.28,16.1011,874.393,732.849
2017-04-26,1162.91,16.0558,871.792,744.253
2017-04-27,1163.05,15.8825,868.231,751.048
2017-04-28,1164.29,15.8188,869.575,760.606
2017-05-01,1152.56,15.4604,854.452,749.706
2017-05-02,1150.05,15.4092,848.319,748.644
2017-05-03,1136.62,15.1358,824.423,734.444
2017-05-04,1118.05,14.8692,822.525,732.335
2017-05-05,1118.04,14.878,830.067,742.045
2017-05-08,1121.8,14.8565,840.926,741.947
2017-05-09,1122.78,14.8863,832.159,734.171
2017-05-10,1121.94,14.9152,838.334,734.167
